sample_id,state,district,crop,season,soil_type,rainfall_mm,temperature_c,humidity_percent,soil_moisture_percent,nitrogen,phosphorus,potassium,ph,ndvi,evi,latitude,longitude,area_hectare,yield_ton_per_hectare,crop_health_status
AGRI-0763,Karnataka,D3,Wheat,Kharif,Sandy,893.81,26.19,79.45,28.94,46.05,13.67,23.12,8.18,0.721,0.263,17.61765,77.57191,7.95,7.53,Moderate
AGRI-0764,Haryana,D1,Cotton,Zaid,Clay,1356.32,33.6,44.69,25.96,75.28,18.93,120.34,6.57,0.674,0.642,19.47597,74.80773,4.98,6.44,Moderate
AGRI-0765,Karnataka,D4,Rice,Zaid,Silty,582.89,33.42,68.34,25.53,49.83,24.97,35.43,5.98,0.263,0.699,21.04871,82.83519,2.99,5.22,Poor
AGRI-0766,Uttar Pradesh,D2,Rice,Zaid,Silty,508.66,22.56,53.53,35.04,124.24,50.33,130.51,5.49,0.594,0.652,14.59979,85.53679,2.17,9.3,Moderate
AGRI-0767,Karnataka,D5,Sugarcane,Kharif,Clay,1184.87,36.44,67.2,29.81,71.03,77.93,43.53,7.39,0.858,0.567,20.55299,75.41427,2.57,11.77,Moderate
AGRI-0768,Madhya Pradesh,D2,Sugarcane,Zaid,Silty,900.68,29.85,52.36,42.57,26.47,28.85,68.36,6.09,0.29,0.587,20.21611,76.14688,0.88,7.34,Poor
AGRI-0769,Maharashtra,D4,Maize,Rabi,Alluvial,1352.96,25.6,39.78,43.49,100.22,84.81,126.58,8.18,0.777,0.444,15.58827,76.66316,4.06,10.33,Healthy
AGRI-0770,Punjab,D2,Soybean,Zaid,Clay,511.28,28.04,47.26,18.14,56.17,86.39,153.59,7.35,0.672,0.214,27.92481,86.44646,0.93,5.98,Moderate
AGRI-0771,Karnataka,D2,Cotton,Rabi,Loam,1060.52,30.1,45.34,16.9,91.88,86.71,72.0,7.26,0.722,0.506,21.09539,81.85128,5.89,7.07,Moderate
AGRI-0772,Karnataka,D4,Rice,Zaid,Sandy,606.17,29.2,58.54,34.69,50.76,77.01,136.12,6.96,0.377,0.528,15.97447,72.95292,3.29,7.68,Moderate
AGRI-0773,Punjab,D2,Sugarcane,Kharif,Loam,522.44,27.73,71.21,22.84,82.78,39.11,46.71,5.16,0.382,0.691,30.73612,71.69999,2.0,7.58,Poor
AGRI-0774,Maharashtra,D3,Soybean,Zaid,Alluvial,1101.77,28.1,49.51,12.67,104.94,15.81,133.01,8.26,0.814,0.425,28.2827,72.60735,4.59,7.36,Moderate
AGRI-0775,Haryana,D3,Cotton,Rabi,Alluvial,1003.05,21.53,35.66,43.99,122.08,55.51,112.05,7.2,0.432,0.263,31.58211,73.27128,7.8,5.65,Moderate
AGRI-0776,Karnataka,D2,Sugarcane,Rabi,Black Soil,1180.31,34.25,63.54,20.17,48.72,54.69,46.98,8.48,0.224,0.51,24.61361,72.60367,5.71,5.81,Poor
AGRI-0777,Punjab,D5,Sugarcane,Zaid,Black Soil,690.41,28.84,68.32,45.45,56.83,78.0,62.35,6.88,0.6,0.688,17.07735,81.17013,4.19,10.8,Healthy
AGRI-0778,Madhya Pradesh,D4,Rice,Rabi,Black Soil,842.77,20.62,87.96,37.83,71.07,89.68,38.45,7.49,0.267,0.206,14.74066,70.31867,6.33,7.13,Moderate
AGRI-0779,Madhya Pradesh,D3,Rice,Rabi,Clay,796.02,33.32,67.42,39.46,121.99,50.65,73.62,5.2,0.738,0.296,23.91963,75.74717,6.03,10.32,Healthy
AGRI-0780,Uttar Pradesh,D5,Sugarcane,Kharif,Silty,1432.5,36.65,60.91,19.25,119.15,37.62,48.51,7.21,0.629,0.425,31.5396,80.50107,7.19,9.94,Moderate
AGRI-0781,Punjab,D2,Wheat,Zaid,Alluvial,671.47,36.95,66.54,20.43,29.89,24.87,110.16,7.68,0.792,0.202,23.04116,73.8172,2.04,7.02,Moderate
AGRI-0782,Uttar Pradesh,D5,Sugarcane,Zaid,Loam,674.3,25.38,86.03,30.77,34.51,10.38,159.23,7.72,0.729,0.113,29.15876,69.30549,6.94,10.28,Healthy
AGRI-0783,Madhya Pradesh,D1,Soybean,Zaid,Loam,740.0,20.71,80.56,18.2,74.51,50.73,21.68,7.7,0.258,0.302,15.89848,69.63648,2.76,4.17,Poor
AGRI-0784,Maharashtra,D3,Sugarcane,Rabi,Loam,971.05,28.37,52.76,23.0,31.73,54.44,95.73,5.79,0.447,0.619,17.76689,70.51934,7.56,9.14,Poor
AGRI-0785,Haryana,D2,Maize,Zaid,Loam,627.56,20.25,48.05,23.57,58.01,76.0,100.31,8.41,0.722,0.126,29.75061,84.71686,2.61,6.54,Moderate
AGRI-0786,Punjab,D4,Maize,Zaid,Black Soil,1356.82,36.68,49.44,17.75,36.32,50.37,147.99,8.48,0.472,0.357,26.1648,81.15727,7.45,6.0,Poor
AGRI-0787,Rajasthan,D2,Maize,Kharif,Loam,642.25,21.67,62.74,19.39,89.96,83.32,90.84,5.26,0.861,0.557,31.55385,69.29045,7.73,8.16,Moderate
AGRI-0788,Madhya Pradesh,D4,Wheat,Kharif,Silty,1335.4,23.06,75.92,40.39,124.44,60.25,96.12,8.28,0.695,0.672,26.59434,75.82138,1.59,9.71,Healthy
AGRI-0789,Madhya Pradesh,D2,Wheat,Kharif,Black Soil,463.82,26.13,62.68,18.02,129.64,77.23,86.03,6.01,0.191,0.691,18.76438,73.5717,7.81,5.13,Poor
AGRI-0790,Rajasthan,D5,Sugarcane,Rabi,Loam,1072.22,25.66,38.73,13.02,61.28,21.86,57.65,7.41,0.796,0.353,20.74563,79.5608,1.14,10.31,Moderate
AGRI-0791,Tamil Nadu,D5,Maize,Zaid,Clay,1347.68,33.89,74.8,34.66,85.89,78.43,27.84,6.18,0.251,0.67,29.61237,78.45612,2.14,6.11,Poor
AGRI-0792,Madhya Pradesh,D5,Wheat,Kharif,Sandy,535.62,27.13,79.33,47.14,114.19,64.01,77.21,8.39,0.278,0.121,21.23952,77.62248,3.83,7.14,Moderate
AGRI-0793,Karnataka,D1,Rice,Kharif,Sandy,1415.16,21.42,50.92,23.92,32.92,23.62,27.36,5.36,0.694,0.548,14.12954,74.29025,7.95,8.2,Moderate
AGRI-0794,Maharashtra,D4,Sugarcane,Kharif,Sandy,848.17,23.34,71.53,16.27,95.85,25.18,97.07,6.74,0.785,0.486,18.45488,70.756,4.16,10.99,Healthy
AGRI-0795,Punjab,D5,Soybean,Zaid,Black Soil,1390.29,28.18,58.46,32.53,64.97,84.12,63.02,6.5,0.555,0.25,20.39158,82.84753,4.63,7.65,Moderate
AGRI-0796,Rajasthan,D1,Cotton,Zaid,Loam,1094.5,20.95,83.9,44.63,42.68,12.58,94.7,6.14,0.382,0.404,10.32128,85.59714,5.71,4.82,Moderate
AGRI-0797,Karnataka,D4,Sugarcane,Zaid,Alluvial,681.75,30.23,81.49,40.23,64.3,47.0,38.8,7.26,0.426,0.178,25.8503,86.88302,7.76,9.64,Moderate
AGRI-0798,Rajasthan,D2,Cotton,Rabi,Alluvial,557.13,29.31,63.9,34.41,28.36,35.08,150.57,5.46,0.42,0.623,10.62449,69.17238,6.38,3.88,Moderate
AGRI-0799,Punjab,D1,Maize,Rabi,Alluvial,684.11,32.29,73.03,23.34,96.49,63.21,145.23,7.51,0.409,0.315,17.71803,82.79817,2.18,6.1,Moderate
AGRI-0800,Uttar Pradesh,D3,Cotton,Kharif,Black Soil,452.32,36.75,83.58,31.51,47.8,77.17,46.6,8.43,0.35,0.476,27.31094,82.53007,2.77,3.11,Poor
AGRI-0801,Punjab,D1,Maize,Zaid,Silty,508.25,36.25,62.26,15.28,54.25,38.83,68.08,7.82,0.606,0.195,19.22169,86.94219,1.23,5.49,Poor
AGRI-0802,Tamil Nadu,D1,Rice,Kharif,Clay,465.13,36.92,52.23,36.44,33.32,44.15,105.89,8.01,0.81,0.224,28.20837,73.05829,5.33,8.62,Moderate
AGRI-0803,Punjab,D4,Cotton,Zaid,Clay,815.24,22.89,76.45,38.1,115.11,88.55,33.4,6.26,0.395,0.695,16.20515,82.84358,1.86,5.36,Moderate
AGRI-0804,Punjab,D2,Sugarcane,Zaid,Sandy,1225.14,20.63,47.1,46.74,74.28,72.71,69.64,6.14,0.311,0.552,30.98327,69.09253,2.43,9.36,Moderate
AGRI-0805,Tamil Nadu,D3,Maize,Zaid,Sandy,505.52,24.05,56.37,21.37,82.94,81.78,55.16,6.81,0.767,0.677,13.02724,80.62491,7.16,6.9,Healthy
AGRI-0806,Maharashtra,D5,Sugarcane,Rabi,Alluvial,493.35,35.9,82.61,12.66,82.64,45.1,148.17,5.16,0.699,0.278,8.91834,75.01696,2.95,9.6,Moderate
AGRI-0807,Madhya Pradesh,D5,Wheat,Rabi,Alluvial,1057.77,37.44,74.84,31.64,65.15,28.73,139.35,8.31,0.832,0.199,28.93824,83.37819,4.75,8.08,Moderate
AGRI-0808,Punjab,D1,Maize,Zaid,Sandy,566.9,35.19,57.21,37.44,41.18,42.95,101.18,5.5,0.296,0.402,26.05287,85.26609,3.48,4.75,Poor
AGRI-0809,Tamil Nadu,D4,Cotton,Kharif,Loam,457.37,20.2,46.81,40.45,101.96,67.29,92.85,8.16,0.281,0.397,13.56761,75.29642,1.06,5.16,Poor
AGRI-0810,Karnataka,D4,Maize,Zaid,Silty,533.53,36.95,54.58,18.97,33.98,18.75,150.3,5.29,0.559,0.205,31.6338,78.51172,3.22,5.07,Poor
AGRI-0811,Uttar Pradesh,D5,Sugarcane,Zaid,Silty,1366.1,26.47,50.63,21.42,31.43,31.64,150.54,7.88,0.61,0.54,20.05472,70.34808,3.56,10.02,Moderate
AGRI-0812,Uttar Pradesh,D3,Rice,Kharif,Silty,1253.62,18.19,44.68,30.45,98.12,13.73,155.71,5.53,0.516,0.317,30.82557,76.33814,7.22,8.14,Poor
AGRI-0813,Punjab,D2,Maize,Zaid,Silty,739.47,26.85,75.88,23.9,42.97,44.59,37.55,5.13,0.599,0.212,20.12069,75.21601,2.93,5.92,Moderate
AGRI-0814,Maharashtra,D3,Cotton,Kharif,Sandy,1071.4,18.92,48.86,42.98,53.75,76.2,42.48,7.52,0.306,0.299,19.32499,71.66247,3.34,4.25,Poor
AGRI-0815,Maharashtra,D2,Wheat,Rabi,Clay,941.0,28.88,59.98,29.06,72.28,11.97,114.74,5.98,0.516,0.438,18.77932,85.88957,6.37,6.85,Moderate
AGRI-0816,Karnataka,D5,Soybean,Rabi,Sandy,1094.84,24.77,56.22,40.78,69.43,64.03,95.8,7.5,0.641,0.536,16.03701,70.96176,6.19,8.34,Healthy
AGRI-0817,Punjab,D2,Rice,Kharif,Silty,1100.94,27.47,89.01,32.9,97.94,84.6,22.59,6.94,0.483,0.389,20.80884,80.71479,6.49,8.63,Healthy
AGRI-0818,Uttar Pradesh,D4,Wheat,Rabi,Sandy,1041.61,30.26,56.51,39.83,88.58,28.95,28.68,5.38,0.656,0.415,18.86131,85.80285,7.65,7.28,Moderate
AGRI-0819,Maharashtra,D1,Maize,Rabi,Silty,642.71,35.38,39.4,23.98,90.88,65.49,144.33,8.26,0.496,0.183,8.88193,86.23937,6.47,6.29,Poor
AGRI-0820,Punjab,D1,Sugarcane,Kharif,Black Soil,392.91,31.24,39.94,41.93,98.55,88.01,141.64,6.58,0.414,0.649,14.25045,83.86479,3.56,9.8,Moderate
AGRI-0821,Rajasthan,D5,Sugarcane,Rabi,Alluvial,851.12,26.68,67.49,21.88,52.19,86.98,70.02,7.57,0.393,0.657,13.11495,71.52282,6.66,9.02,Moderate
AGRI-0822,Maharashtra,D4,Cotton,Zaid,Clay,1330.07,34.39,67.96,31.66,55.46,28.79,144.75,6.75,0.468,0.51,28.81845,84.34863,4.32,5.24,Moderate
AGRI-0823,Tamil Nadu,D3,Sugarcane,Zaid,Black Soil,976.45,36.11,58.03,19.7,68.18,18.03,103.11,7.12,0.196,0.111,22.37288,73.5313,2.58,6.27,Poor
AGRI-0824,Rajasthan,D4,Rice,Kharif,Loam,1265.63,20.4,58.75,29.12,53.82,21.86,132.83,6.06,0.648,0.422,26.32839,86.44796,2.77,9.66,Moderate
AGRI-0825,Madhya Pradesh,D1,Sugarcane,Rabi,Sandy,1440.79,28.64,37.97,23.45,128.34,66.16,79.84,5.7,0.772,0.478,30.96382,82.18173,2.18,11.99,Healthy
AGRI-0826,Maharashtra,D1,Cotton,Zaid,Loam,529.98,23.69,63.41,21.6,109.55,68.06,35.88,6.9,0.428,0.697,23.45694,83.70535,1.59,5.02,Moderate
AGRI-0827,Uttar Pradesh,D4,Soybean,Zaid,Sandy,1110.96,18.94,62.76,46.81,38.11,63.94,80.72,6.54,0.212,0.698,31.58264,69.70065,1.88,5.5,Poor
AGRI-0828,Haryana,D4,Maize,Rabi,Alluvial,1091.72,31.37,43.23,17.76,20.62,36.89,84.02,6.37,0.871,0.615,15.48234,79.6553,0.97,7.93,Moderate
AGRI-0829,Rajasthan,D1,Maize,Rabi,Black Soil,1427.95,35.26,40.71,40.34,24.71,23.58,97.13,7.35,0.365,0.138,12.47041,84.42284,7.16,6.08,Poor
AGRI-0830,Madhya Pradesh,D3,Sugarcane,Zaid,Alluvial,1434.16,21.26,41.8,47.43,46.85,56.46,34.78,7.42,0.269,0.672,17.67944,85.23181,7.48,8.52,Poor
AGRI-0831,Karnataka,D5,Wheat,Zaid,Silty,1105.35,34.25,40.56,12.72,32.57,48.69,158.8,5.16,0.439,0.468,19.29919,68.57263,4.9,6.48,Poor
AGRI-0832,Karnataka,D5,Maize,Kharif,Alluvial,617.98,35.07,68.53,37.16,78.67,68.31,54.18,6.19,0.697,0.581,29.48868,86.78318,6.8,7.01,Moderate
AGRI-0833,Uttar Pradesh,D4,Soybean,Kharif,Alluvial,1228.41,36.29,45.81,21.1,114.38,45.31,47.8,6.44,0.386,0.344,21.43857,68.86677,1.88,6.23,Poor
AGRI-0834,Maharashtra,D5,Sugarcane,Zaid,Silty,467.73,23.31,48.83,13.46,101.04,37.09,93.75,5.34,0.582,0.292,15.01234,80.29037,7.26,8.8,Moderate
AGRI-0835,Punjab,D1,Cotton,Kharif,Sandy,1208.77,36.08,44.55,26.5,43.72,33.48,95.21,5.83,0.471,0.378,25.82322,81.86775,4.3,4.54,Poor
AGRI-0836,Maharashtra,D1,Soybean,Zaid,Silty,1351.22,24.41,87.68,45.67,63.92,26.92,81.57,5.18,0.262,0.188,20.13997,70.14691,1.0,5.88,Moderate
AGRI-0837,Uttar Pradesh,D4,Sugarcane,Zaid,Black Soil,771.12,29.05,82.0,12.42,75.87,31.26,128.06,8.49,0.411,0.314,11.89117,68.96024,1.56,8.46,Poor
AGRI-0838,Karnataka,D4,Soybean,Kharif,Alluvial,1043.7,19.01,47.68,33.16,109.12,17.59,92.33,7.58,0.687,0.615,21.84367,83.69824,2.82,6.87,Moderate
AGRI-0839,Maharashtra,D4,Maize,Kharif,Silty,823.16,18.88,53.02,30.05,112.3,37.75,105.36,5.31,0.608,0.123,29.87347,75.69341,0.83,6.63,Moderate
AGRI-0840,Karnataka,D3,Cotton,Rabi,Alluvial,831.54,32.41,46.54,43.44,120.07,12.93,121.32,5.07,0.264,0.191,28.22294,70.14225,2.82,4.0,Poor
AGRI-0841,Rajasthan,D5,Sugarcane,Rabi,Black Soil,691.41,26.89,62.05,15.02,76.02,24.91,23.5,7.52,0.294,0.175,22.08344,83.25336,0.95,6.95,Poor
AGRI-0842,Madhya Pradesh,D4,Rice,Rabi,Loam,1188.34,23.13,36.08,36.53,96.37,69.74,99.89,6.54,0.629,0.342,17.05,84.98326,2.27,10.42,Moderate
AGRI-0843,Punjab,D2,Cotton,Zaid,Black Soil,1379.79,21.81,71.93,36.48,32.3,36.04,143.79,7.75,0.749,0.698,10.08749,79.74772,2.49,5.97,Moderate
AGRI-0844,Rajasthan,D2,Rice,Kharif,Clay,1384.83,31.4,63.77,36.09,82.18,63.46,22.43,8.23,0.425,0.204,19.27157,71.22474,7.96,8.61,Moderate
AGRI-0845,Karnataka,D1,Soybean,Zaid,Clay,542.26,18.01,84.43,45.92,47.36,67.35,76.73,7.1,0.597,0.187,26.04991,68.30445,2.27,6.08,Moderate
AGRI-0846,Karnataka,D5,Wheat,Kharif,Clay,1312.22,34.12,44.04,41.63,67.49,56.49,149.67,5.65,0.299,0.649,16.64657,82.01605,2.29,7.27,Poor
AGRI-0847,Haryana,D4,Cotton,Zaid,Alluvial,1161.17,19.58,79.23,13.51,89.75,86.7,69.44,7.74,0.398,0.629,13.65072,79.00279,5.65,3.69,Poor
AGRI-0848,Haryana,D2,Soybean,Rabi,Sandy,628.12,21.83,78.56,28.96,48.27,11.72,84.22,8.35,0.194,0.119,30.35311,81.01594,6.95,3.21,Poor
AGRI-0849,Rajasthan,D5,Rice,Rabi,Sandy,424.01,25.72,41.99,26.33,25.74,69.09,157.42,7.03,0.718,0.551,27.71734,84.26369,3.4,8.54,Moderate
AGRI-0850,Tamil Nadu,D1,Maize,Rabi,Sandy,644.8,27.7,56.92,23.17,21.13,86.7,47.91,7.39,0.461,0.493,23.31861,76.68456,7.07,6.71,Moderate
AGRI-0851,Rajasthan,D3,Maize,Zaid,Alluvial,1353.43,25.1,44.36,28.25,22.44,78.98,29.14,6.18,0.751,0.561,11.2828,70.49031,3.05,7.55,Moderate
AGRI-0852,Haryana,D5,Wheat,Kharif,Black Soil,1046.5,24.41,49.01,25.83,20.92,23.43,140.32,6.34,0.676,0.397,11.47781,86.79967,1.98,7.53,Moderate
AGRI-0853,Karnataka,D5,Cotton,Kharif,Sandy,1143.16,37.28,49.48,27.56,32.14,36.15,141.59,7.57,0.76,0.695,10.47727,78.90524,2.97,6.7,Moderate
AGRI-0854,Uttar Pradesh,D3,Cotton,Rabi,Loam,632.87,30.83,65.59,47.25,46.34,23.8,86.09,8.25,0.38,0.126,22.79112,80.30588,5.07,4.85,Moderate
AGRI-0855,Rajasthan,D5,Cotton,Rabi,Clay,1141.33,18.47,57.63,15.19,44.33,58.1,91.99,7.2,0.31,0.241,10.77351,86.66823,3.25,4.49,Poor
AGRI-0856,Karnataka,D1,Soybean,Rabi,Black Soil,380.93,26.6,87.13,45.2,128.55,66.98,137.01,7.76,0.86,0.338,28.22305,86.63167,5.55,7.93,Healthy
AGRI-0857,Uttar Pradesh,D1,Wheat,Rabi,Clay,762.85,35.5,41.95,29.29,53.66,35.37,123.4,5.6,0.682,0.37,31.83116,79.44189,2.28,7.6,Moderate
AGRI-0858,Uttar Pradesh,D3,Cotton,Kharif,Sandy,1039.43,24.03,88.55,34.45,34.02,53.16,57.12,5.74,0.764,0.653,16.79236,73.95223,5.76,6.66,Healthy
AGRI-0859,Haryana,D4,Soybean,Zaid,Black Soil,510.71,19.89,47.69,41.89,80.01,65.27,22.37,6.86,0.189,0.436,18.88808,87.94227,3.11,4.84,Poor
AGRI-0860,Rajasthan,D2,Maize,Zaid,Silty,1255.3,33.17,77.51,24.98,114.38,43.71,87.16,5.62,0.428,0.127,25.08001,81.61634,3.92,6.68,Moderate
AGRI-0861,Maharashtra,D4,Rice,Zaid,Loam,608.53,30.12,53.64,27.5,94.59,78.32,140.25,7.22,0.7,0.345,30.49167,76.16873,4.68,9.76,Healthy
AGRI-0862,Punjab,D5,Soybean,Zaid,Sandy,1067.51,29.41,42.87,26.74,52.57,71.72,145.42,6.02,0.235,0.35,29.45825,79.19674,5.65,4.56,Poor
AGRI-0863,Haryana,D2,Maize,Rabi,Sandy,795.72,19.07,82.18,25.49,81.78,15.17,153.87,7.77,0.577,0.679,9.3822,76.31668,2.29,7.04,Moderate
AGRI-0864,Haryana,D3,Maize,Rabi,Loam,1005.65,20.81,51.99,45.32,98.63,59.69,143.14,7.83,0.48,0.46,12.05772,85.7661,6.77,7.14,Moderate
AGRI-0865,Maharashtra,D3,Rice,Rabi,Loam,468.2,30.45,71.24,41.84,100.09,28.83,101.21,6.62,0.192,0.481,26.11033,77.64999,5.91,6.71,Moderate
AGRI-0866,Punjab,D2,Maize,Zaid,Silty,368.6,22.16,66.15,15.92,93.32,54.6,82.24,5.63,0.345,0.528,24.53343,84.47057,2.26,5.59,Poor
AGRI-0867,Karnataka,D1,Wheat,Rabi,Sandy,1350.52,28.08,60.95,15.89,115.79,86.55,128.48,7.26,0.379,0.562,11.19725,84.80353,7.81,8.17,Moderate
AGRI-0868,Tamil Nadu,D2,Rice,Rabi,Alluvial,646.59,28.9,62.27,27.4,115.71,80.32,123.58,8.47,0.258,0.481,20.04955,84.48665,5.49,6.47,Poor
AGRI-0869,Rajasthan,D5,Maize,Kharif,Sandy,1251.64,23.67,75.27,15.55,83.68,42.36,95.34,7.18,0.622,0.242,26.73955,82.44377,3.89,6.94,Moderate
AGRI-0870,Tamil Nadu,D1,Sugarcane,Kharif,Clay,1449.29,36.97,39.83,34.29,67.28,33.32,32.23,5.13,0.35,0.624,13.25074,85.09755,1.68,8.52,Poor
AGRI-0871,Karnataka,D3,Soybean,Rabi,Black Soil,582.57,34.85,71.75,17.17,90.57,28.75,149.65,5.06,0.374,0.539,28.9109,75.74459,4.5,3.8,Poor
AGRI-0872,Madhya Pradesh,D2,Maize,Kharif,Black Soil,641.69,32.45,84.27,30.81,110.0,52.6,83.78,6.12,0.809,0.545,9.27132,70.29326,1.74,8.65,Healthy
AGRI-0873,Haryana,D4,Wheat,Kharif,Clay,1079.15,19.56,38.18,12.26,20.62,19.14,70.87,5.69,0.507,0.698,26.77268,84.84908,3.72,5.59,Poor
AGRI-0874,Punjab,D4,Cotton,Rabi,Black Soil,1411.99,20.12,42.74,23.4,129.12,53.94,108.14,7.85,0.454,0.582,22.77965,77.96337,3.57,6.33,Poor
AGRI-0875,Haryana,D5,Maize,Rabi,Loam,1357.4,27.86,74.41,36.38,40.12,10.11,114.34,7.96,0.687,0.597,15.56478,70.54752,5.9,7.6,Healthy
AGRI-0876,Uttar Pradesh,D4,Cotton,Rabi,Black Soil,903.16,21.21,59.05,29.43,71.73,35.91,49.5,5.91,0.817,0.671,25.30238,70.30625,1.94,5.73,Moderate
AGRI-0877,Haryana,D2,Sugarcane,Rabi,Black Soil,1224.62,37.57,57.2,47.22,115.92,27.59,137.17,6.14,0.198,0.191,26.77678,71.18485,6.66,9.48,Poor
AGRI-0878,Haryana,D2,Maize,Zaid,Clay,499.32,21.17,42.53,43.47,44.75,87.7,60.59,5.83,0.494,0.399,30.41358,83.01947,2.95,6.18,Moderate
AGRI-0879,Karnataka,D4,Rice,Zaid,Silty,1425.18,27.75,62.87,24.93,72.45,68.18,46.14,8.18,0.608,0.448,16.82659,82.21713,3.83,8.68,Moderate
AGRI-0880,Karnataka,D2,Cotton,Rabi,Black Soil,1410.79,25.28,41.96,13.64,34.58,37.97,76.9,6.76,0.403,0.298,24.4644,72.07637,6.29,5.14,Poor
AGRI-0881,Karnataka,D5,Sugarcane,Kharif,Alluvial,530.1,30.79,61.21,42.44,63.46,17.43,122.28,7.3,0.721,0.604,22.46279,84.93847,5.19,10.04,Healthy
AGRI-0882,Tamil Nadu,D1,Rice,Rabi,Black Soil,679.37,20.58,77.0,44.8,39.48,51.34,155.16,6.45,0.86,0.557,20.60495,73.6259,2.81,10.74,Healthy
AGRI-0883,Uttar Pradesh,D5,Rice,Rabi,Silty,460.17,26.61,49.2,41.54,60.0,27.08,133.3,7.21,0.84,0.533,29.37,83.85971,3.4,10.14,Healthy
AGRI-0884,Madhya Pradesh,D5,Rice,Kharif,Clay,648.89,23.49,61.44,16.61,61.08,52.91,151.65,6.35,0.366,0.698,8.07602,77.77612,2.79,6.44,Poor
AGRI-0885,Madhya Pradesh,D2,Rice,Zaid,Silty,1247.55,35.76,89.56,47.92,129.25,76.83,39.68,6.19,0.338,0.256,14.77068,82.63097,4.96,9.2,Moderate
AGRI-0886,Karnataka,D1,Maize,Rabi,Clay,766.15,18.81,72.77,21.31,129.43,59.26,29.96,7.22,0.85,0.541,20.91865,75.62775,2.99,8.41,Healthy
AGRI-0887,Punjab,D2,Soybean,Rabi,Loam,447.24,36.27,81.27,38.07,32.63,60.7,98.08,7.07,0.501,0.431,12.27904,74.94281,5.94,5.27,Moderate
AGRI-0888,Tamil Nadu,D3,Maize,Zaid,Clay,726.45,34.66,57.82,44.69,99.86,53.28,60.64,6.03,0.326,0.288,29.7888,84.82719,4.85,7.16,Moderate
AGRI-0889,Maharashtra,D2,Maize,Zaid,Loam,1429.52,23.95,77.23,20.48,25.69,84.18,135.93,5.52,0.675,0.196,23.54228,68.70605,1.59,8.62,Moderate
AGRI-0890,Punjab,D2,Sugarcane,Kharif,Loam,1042.65,33.79,37.23,44.7,23.32,84.55,114.08,6.29,0.379,0.638,19.46919,87.49474,2.83,9.39,Poor
AGRI-0891,Rajasthan,D2,Sugarcane,Zaid,Clay,807.78,18.62,41.76,23.14,31.59,51.02,155.9,6.45,0.367,0.457,27.55284,80.96359,2.16,8.2,Poor
AGRI-0892,Rajasthan,D1,Soybean,Zaid,Alluvial,533.19,37.34,46.17,47.15,126.2,34.46,55.67,7.2,0.795,0.595,18.82127,76.64967,3.43,7.76,Healthy
AGRI-0893,Punjab,D2,Sugarcane,Zaid,Sandy,1434.79,28.53,57.11,22.13,123.49,46.77,88.01,8.2,0.294,0.427,21.40767,80.56109,4.37,8.96,Poor
AGRI-0894,Karnataka,D1,Wheat,Kharif,Clay,1252.93,24.07,81.52,46.32,41.33,24.92,90.17,5.13,0.225,0.232,8.06602,70.45482,4.3,6.34,Poor
AGRI-0895,Maharashtra,D4,Soybean,Zaid,Black Soil,659.63,25.25,54.04,13.93,37.78,60.91,53.48,5.85,0.368,0.303,16.77681,78.28105,6.16,4.21,Poor
AGRI-0896,Maharashtra,D3,Sugarcane,Zaid,Alluvial,427.08,19.33,71.0,37.53,46.46,50.01,102.61,5.68,0.605,0.329,11.33097,87.70191,1.92,8.58,Moderate
AGRI-0897,Tamil Nadu,D1,Soybean,Kharif,Alluvial,412.29,37.79,74.01,31.16,76.71,18.26,82.06,6.76,0.266,0.684,24.55253,72.70539,7.6,4.23,Poor
AGRI-0898,Maharashtra,D4,Maize,Zaid,Black Soil,482.42,18.79,67.24,29.2,82.67,25.81,82.54,6.5,0.51,0.103,19.49665,82.44556,3.07,6.05,Moderate
AGRI-0899,Rajasthan,D1,Maize,Zaid,Sandy,988.85,31.1,54.65,20.05,44.38,48.37,70.78,7.55,0.619,0.691,15.24218,76.69943,2.75,5.9,Moderate
AGRI-0900,Uttar Pradesh,D1,Soybean,Kharif,Alluvial,1371.64,26.85,66.74,37.4,103.23,81.01,22.37,5.85,0.774,0.688,19.22798,81.04916,5.64,8.31,Healthy
AGRI-0901,Karnataka,D3,Wheat,Rabi,Loam,896.42,36.98,53.82,18.87,54.05,55.31,93.09,7.08,0.341,0.698,13.03112,72.09774,6.54,5.33,Poor
AGRI-0902,Maharashtra,D5,Wheat,Kharif,Sandy,1277.24,22.92,39.61,31.9,121.43,64.52,66.93,8.09,0.752,0.386,30.20208,77.4093,3.34,9.68,Moderate
AGRI-0903,Tamil Nadu,D5,Soybean,Zaid,Black Soil,840.48,28.64,89.6,21.12,92.24,37.12,20.18,8.19,0.344,0.678,9.29534,87.60185,6.1,5.49,Moderate
AGRI-0904,Rajasthan,D1,Sugarcane,Zaid,Sandy,1129.44,27.65,42.0,46.4,68.0,55.71,63.11,8.36,0.654,0.337,28.77001,71.90574,7.13,11.15,Healthy
AGRI-0905,Uttar Pradesh,D2,Cotton,Zaid,Clay,1155.06,32.06,38.98,13.03,106.89,45.79,59.01,7.71,0.481,0.116,20.27261,80.7289,6.25,5.66,Poor
AGRI-0906,Haryana,D4,Wheat,Kharif,Sandy,541.36,19.36,83.32,19.19,109.97,62.73,75.08,8.17,0.26,0.235,22.85472,79.51195,0.76,5.36,Poor
